sci_name,com_name,class_name,common_name_de,common_name_es,common_name_pl,common_name_fr,common_name_nl,common_name_ru,common_name_ja,common_name_cs,common_name_ca,common_name_pt,common_name_no,common_name_bg,common_name_sv,common_name_da,common_name_tr,common_name_sk,common_name_sr,common_name_uk,common_name_zh-CN,common_name_fi,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et
Otus nigrorum,Negros Scops-Owl,Aves,Negros-Zwergohreule,Autillo Orejudo de Negros,syczek rdzawogłowy,Petit-duc de Negros,Negrosdwergooruil,Негросская совка,ネグロスコノハズク,výreček negroský,xot de les Visayas,negros scops-owl,negrosugle,Ръждивоглав чухал,västlig filippindvärguv,Negros Dværghornugle,Negros İshakkuşu,výrik negroský,Ćuk sa ostrva Negros,Сплюшка негроська,内格罗斯角鸮,punapääpöllönen,Autillo orejudo de Negros,Autillo Orejudo de Negros,Autillo Orejudo de Negros,Negros scops-owl,negroški ćuk,Negros Scops-Owl,Negros Scops-Owl,Negros Scops-Owl,Negros Scops-Owl
Otus pamelae,Arabian Scops-Owl,Aves,Arabien-Zwergohreule,Autillo Árabe,syczek białobrewy,Petit-duc d'Arabie,Arabische dwergooruil,Аравийская сплюшка,アラビアコノハズク,výreček arabský,xot d'Aràbia,arabian scops-owl,arabiaugle,Арабски чухал,arabdvärguv,Arabisk Dværghornugle,Arabistan İshakkuşu,výrik arabský,Arapski ćuk,Сплюшка бліда,阿拉伯角鸮,Arabian Scops-Owl,Autillo árabe,Autillo Árabe,Autillo Árabe,Arabian scops-owl,arabijski ćuk,Arabinis apuokėlis,Arabian Scops-Owl,Arabian Scops-Owl,jeemeni salupäll
Otus pauliani,Comoro Scops-Owl,Aves,Komoren-Zwergohreule,Autillo de las Comoras,syczek stokowy,Petit-duc du Karthala,Grande-Comoredwergooruil,Коморская сплюшка,コモロコノハズク,výreček komorský,xot de les Comores,comoro scops-owl,komorugle,Коморски чухал,karthaladvärguv,Comorer Dværghornugle,Komor İshakkuşu,výrik sliedivý,Komorski ćuk,Сплюшка карталанська,科摩罗角鸮,karthalanpöllönen,Autillo de las Comoras,Autillo de las Comoras,Autillo de las Comoras,Comoro scops-owl,komorski ćuk,Komorinis apuokėlis,Comoro Scops-Owl,Comoro Scops-Owl,vulkaanipäll
Otus pembaensis,Pemba Scops-Owl,Aves,Pemba-Zwergohreule,Autillo de Pemba,syczek ognisty,Petit-duc de Pemba,Pembadwergooruil,Пембанская сплюшка,ペンバオオコノハズク,výreček pembský,xot de l'illa de Pemba,pemba scops-owl,pembaugle,Пембански чухал,pembadvärguv,Pemba Dværghornugle,Pemba Adası İshakkuşu,výrik pembský,Ćuk sa ostrva Pemba,Сплюшка вогниста,奔巴角鸮,pembanpöllönen,Autillo de Pemba,Autillo de Pemba,Autillo de Pemba,Pemba scops-owl,pembaski ćuk,Pembinis apuokėlis,Pemba Scops-Owl,Tylluan sgops Pemba,nõidpäll
Otus podarginus,Palau Scops-Owl,Aves,Palaueule,Autillo de las Palaos,syczek mikronezyjski,Petit-duc des Palau,Palaudwergooruil,Палауская совка,カキイロコノハズク,výreček palauský,xot de les Palau,palau scops-owl,palauugle,Палауски чухал,palaudvärguv,Palau Dværghornugle,Palau Puhucuğu,výrik palauský,Ćuk sa ostrva Palau,Сплюшка мікронезійська,帕劳角鸮,palaunpöllönen,Autillo de las Palaos,Autillo de las Palaos,Autillo de las Palaos,Palau scops-owl,palauski ćuk,Palaujinis apuokėlis,Palau Scops-Owl,Palau Scops-Owl,palau päll
Otus rufescens,Reddish Scops-Owl,Aves,Rötel-Zwergohreule,Autillo Rojizo,syczek sundajski,Petit-duc roussâtre,Rosse dwergooruil,Красноватая сплюшка,アカチャコノハズク,výreček červenavý,xot rogenc,reddish scops-owl,rustugle,Ръждив чухал,kaneldvärguv,Rødlig Dværghornugle,Kızıl İshakkuşu,výrik hrdzavý,Crvenkasti ćuk,Сплюшка суматранська,棕角鸮,ruskopöllönen,Autillo rojizo,Autillo Rojizo,Reddish Scops-Owl,Reddish scops-owl,riđi ćuk,Rusvasis apuokėlis,مرغ حق سرخگون,Tylluan sgops gochlyd,malai päll
Otus rutilus,Madagascar Scops-Owl,Aves,Madagaskar-Zwergohreule,Autillo Malgache,syczek malgaski,Petit-duc malgache,Madagaskardwergooruil,Мадагаскарская совка,マダガスカルコノハズク,výreček proměnlivý,xot de Madagascar,madagascar scops-owl,madagaskarugle,Мадагаскарски чухал,madagaskardvärguv,Madagascar Dværghornugle,Madagaskar İshakkuşu,výrik pralesný,Madagaskarski ćuk,Сплюшка мадагаскарська,马岛角鸮,madagaskarinpöllönen,Autillo malgache,Autillo Malgache,Autillo Malgache,Madagascar scops-owl,madagaskarski ćuk,Madagaskarinis apuokėlis,مرغ حق جنگل بارانی,Tylluan sgops Madagasgar,madagaskari päll
Otus sagittatus,White-fronted Scops-Owl,Aves,Weißstirn-Zwergohreule,Autillo Frentiblanco,syczek białoczelny,Petit-duc à front blanc,Maleise dwergooruil,Белолобая совка,ハナジロコノハズク,výreček běločelý,xot frontblanc,white-fronted scops-owl,hvitpanneugle,Белочел чухал,vitpannad dvärguv,Hvidpandet Dværghornugle,Malay İshakkuşu,výrik bieločelý,Beločeli ćuk,Сплюшка білолоба,白额角鸮,valko-otsapöllönen,Autillo frentiblanco,Autillo Frentiblanco,Autillo Frentiblanco,White-fronted scops-owl,bjeločeli ćuk,Baltakaktis apuokėlis,مرغ حق سینهسفید,Tylluan sgops gynffonhir,laukpäll
Otus scops,Eurasian Scops-Owl,Aves,Zwergohreule,Autillo Europeo,syczek,Petit-duc scops,Dwergooruil,Сплюшка,ヨーロッパコノハズク,výreček malý,xot eurasiàtic,mocho-d'orelhas,dverghornugle,Чухал,dvärguv,Dværghornugle,İshakkuşu,výrik lesný,Ćuk,Сплюшка євразійська,西红角鸮,kyläpöllönen,Autillo europeo,Autillo Europeo,Autillo Europeo,Mocho-d'orelhas,ćuk,Apuokėlis,مرغ حق اوراسیایی,Tylluan sgops,salupäll
Otus semitorques,Japanese Scops-Owl,Aves,Japan-Zwergohreule,Autillo Japonés,syczek półobrożny,Petit-duc du Japon,Japanse dwergooruil,Ошейниковая совка,オオコノハズク,výreček východní,xot del Japó,japanese scops-owl,kamiugle,Японски чухал,japansk dvärguv,Japansk Dværghornugle,Japon İshakkuşu,výrik japonský,Japanski ćuk,Сплюшка японська,北领角鸮,Japanese Scops-Owl,Autillo japonés,Autillo Japonés,Autillo Japonés,Japanese scops-owl,japanski ćuk,Japoninis apuokėlis,مرغ حق ژاپنی,Japanese Scops-Owl,jaapani päll
Otus silvicola,Wallace's Scops-Owl,Aves,Wallace-Zwergohreule,Autillo de Wallace,syczek płowy,Petit-duc de Wallace,Wallacedwergooruil,Лающая совка,フロレスオオコノハズク,výreček lesní,xot de Wallace,wallace's scops-owl,bambusugle,Горски чухал,tenggaradvärguv,Sunda Dværghornugle,Vallas İshakkuşu,výrik plavý,Volesov ćuk,Сплюшка сумбейська,华莱士角鸮,pikkusundanpöllönen,Autillo de Wallace,Autillo de Wallace,Autillo de Wallace,Wallace's scops-owl,wallaceov ćuk,Voleso apuokėlis,مرغ حق والاس,Tylluan sgops Wallace,väikesunda päll
Otus socotranus,Socotra Scops-Owl,Aves,Sokotra-Zwergohreule,Autillo de Socotra,syczek sokotrzański,Petit-duc de Socotra,Socotradwergooruil,Сокотранская сплюшка,ソコトラコノハズク,výreček sokotranský,xot de Socotra,socotra scops-owl,sokotraugle,Сокотренски чухал,sokotradvärguv,Socotra Dværghornugle,Sukutra İshakkuşu,výrik sokotranský,Sokotranski ćuk,Сплюшка сокотрійська,索岛角鸮,Socotra Scops-Owl,Autillo de Socotra,Autillo de Socotra,Autillo de Socotra,Socotra scops-owl,sokotranski ćuk,Sokotrinis apuokėlis,مرغ حق سقطرا,Socotra Scops-Owl,sokotra päll
Otus spilocephalus,Mountain Scops-Owl,Aves,Fuchs-Zwergohreule,Autillo Montano,syczek górski,Petit-duc tacheté,Gevlekte dwergooruil,Пятнистая сплюшка,タイワンコノハズク,výreček horský,xot muntanyenc,mountain scops-owl,fløyteugle,Хималайски чухал,bergdvärguv,Plettet Dværghornugle,Dağ İshakkuşu,výrik horský,Indonezijski planinski ćuk,Сплюшка гірська,黄嘴角鸮,vuoripöllönen,Autillo montano,Autillo Montano,Autillo Montano,Mountain scops-owl,gorski ćuk,Dėmėtasis apuokėlis,مرغ حق کوهی,Tylluan sgops fannog,nõlvapäll
Otus sulaensis,Sula Scops-Owl,Aves,Sula-Zwergohreule,Autillo de las Sula,syczek sulański,Petit-duc des Sula,Soeladwergooruil,Суласская совка,スラコノハズク,výreček sulský,xot de les Sula,sula scops-owl,sulaugle,Сулайски чухал,suladvärguv,Sula Dværghornugle,Sula İshakkuşu,výrik sulský,Ćuk sa ostrva Sula,Сплюшка сулайська,苏拉角鸮,Sula Scops-Owl,Autillo de las Sula,Autillo de las Sula,Autillo de las Sula,Sula scops-owl,sulski ćuk,Sulinis apuokėlis,Sula Scops-Owl,Sula Scops-Owl,sulasaarte päll
Otus sunia,Oriental Scops-Owl,Aves,Orient-Zwergohreule,Autillo Oriental,syczek indyjski,Petit-duc d'Orient,Oosterse dwergooruil,Восточная сплюшка,コノハズク,výreček asijský,xot oriental,oriental scops-owl,orientugle,Азиатски чухал,orientdvärguv,Lys Dværghornugle,Uzakdoğu İshakkuşu,výrik sunia,Orijentalni ćuk,Сплюшка східноазійська,红角鸮,idänkyläpöllönen,Autillo oriental,Autillo Oriental,Autillo Oriental,Oriental scops-owl,istočnoazijski ćuk,Rytinis apuokėlis,مرغ حق خاوری,Tylluan Sgops Ddwyreiniol,ida-salupäll
Otus thilohoffmanni,Serendib Scops-Owl,Aves,Ceylon-Zwergohreule,Autillo de Thilo Hoffmann,syczek cejloński,Petit-duc de Sérendip,Serendipdwergooruil,Цейлонская совка,セレンディブコノハズク,výreček srílanský,xot de Sri Lanka,serendib scops-owl,serendibugle,Цейлонски чухал,ceylondvärguv,Sri Lanka-dværghornugle,Seylan İshakkuşu,výrik cejlónsky,Cejlonski ćuk,Сплюшка ланкійська,斯里兰卡角鸮,srilankanpöllönen,Autillo de Thilo Hoffmann,Autillo de Thilo Hoffmann,Autillo de Thilo Hoffmann,Serendib scops-owl,pjegavoprsi ćuk,Šrilankinis apuokėlis,Serendib Scops-Owl,Serendib Scops-Owl,Serendib Scops-Owl
Otus umbra,Simeulue Scops-Owl,Aves,Simalur-Zwergohreule,Autillo de Simeulue,syczek mroczny,Petit-duc de Simalur,Simeuluedwergooruil,Сималурская сплюшка,ムンタワイコノハズク,výreček simeulueský,xot de Simeulue,simeulue scops-owl,simeulueugle,Симеулуенски чухал,simeuluedvärguv,Umbro Dværghornugle,Simalur İshakkuşu,výrik pobrežný,Ćuk sa ostrva Simeulue,Сплюшка сималурська,栗角鸮,kahvipöllönen,Autillo de Simeulue,Autillo de Simeulue,Autillo de Simeulue,Simeulue scops-owl,simalurski ćuk,Simalurinis apuokėlis,Simeulue Scops-Owl,Tylluan sgops Simeulue,simeulue päll
Ovis aries,Domestic Sheep,Mammalia,Hausschaf,Borrego Doméstico,Owca domowa,Mouton Domestique,Schaap,Домашняя овца,ヒツジ,Domestic Sheep,Ovella,Ovelha,Sau,домашна овца,tamfår,Får,Evcil Koyun,Ovca domáca,Domestic Sheep,Вівця,绵羊,lammas,Domestic Sheep,Domestic Sheep,Domestic Sheep,Domestic Sheep,Domaća ovca,Naminė avis,گوسفند,Domestic Sheep,Domestic Sheep
Oxylabes madagascariensis,White-throated Oxylabes,Aves,Weißkehl-Madagaskarsänger,Silvícola Sirontsirona,madagaskarniczek białogardły,Oxylabe à gorge blanche,Witkeeloxylabes,Фарифитра,マダガスカルチメドリ,timálie madagaskarská,tetraka bru,white-throated oxylabes,hvitstrupesanger,Белогушо мадагаскарско коприварче,vitstrupig madagaskarsångare,Madagascar Timalie,Madagaskar Ak Gerdanlı Ötleğeni,tetraka bielohrdlá,Kestenjasta tetraka,Фодитані білогорлий,白喉尖鹛,valkokurkkusileppi,Silvícola sirontsirona,Silvícola Sirontsirona,Silvícola Sirontsirona,White-throated oxylabes,smeđa cvrkutuša,Madagaskarinis oksilabas,اگزیلابس گلوسفید,Preblyn gyddfwyn Madagasgar,White-throated Oxylabes
Oxypogon guerinii,Green-bearded Helmetcrest,Aves,Grünbart-Helmkolibri,Colibrí Chivito de Bogotá,hełmik zielonobrody,Colibri casqué,Groenbaardhelmkolibrie,Шлемоносная горная нимфа,ヘルメットハチドリ,kolibřík přílbový,colibrí emplomallat de Bogotà,green-bearded helmetcrest,grønnskjegghjelmkolibri,Зеленобрадо колибри,grönskäggig hjälmkolibri,Bogotá Hjelmkolibri,Bogota Sorguçlusu,vrchárik bradatý,Zelenobradi kolibri kacigaš,Колібрі строкаточубий,髯蜂鸟,kypäräkolibri,Colibrí chivito de Bogotá,Colibrí Chivito de Bogotá,Colibrí Chivito de Bogotá,Green-bearded helmetcrest,ćubasti kolibrić,Šalminis kolibris,Green-bearded Helmetcrest,Helmgrib farfog,rohepard-espeleetsiakoolibri
Oxypogon lindenii,White-bearded Helmetcrest,Aves,Weißbart-Helmkolibri,Colibrí Chivito de Mérida,hełmik wenezuelski,Colibri de Linden,Witbaardhelmkolibrie,Белобородая горная нимфа,シロヒゲルメットハチドリ,kolibřík Lindenův,colibrí emplomallat de Linden,white-bearded helmetcrest,hvitskjegghjelmkolibri,Белобрадо колибри,vitskäggig hjälmkolibri,Mérida Hjelmkolibri,Venezüela Sorguçlusu,vrchárik bielobradý,Belobradi kolibri kacigaš,Колібрі венесуельський,白髯蜂鸟,White-bearded Helmetcrest,Colibrí chivito de Mérida,Colibrí Chivito de Mérida,Chivito de los Páramos,White-bearded helmetcrest,bjelobradi kolibrić,Baltabarzdis šalminis kolibris,White-bearded Helmetcrest,White-bearded Helmetcrest,venetsueela espeleetsiakoolibri
Oxypogon stuebelii,Buffy Helmetcrest,Aves,Violettbart-Helmkolibri,Colibrí Chivito del Nevado del Ruiz,hełmik modrobrody,Colibri de Stübel,Purperbaardhelmkolibrie,Фиолетовобородая горная нимфа,キイロヘルメットハチドリ,kolibřík tolimský,colibrí emplomallat de Stübel,buffy helmetcrest,okerhjelmkolibri,Кафяво брадато колибри,purpurskäggig hjälmkolibri,Violetstrubet Hjelmkolibri,Nevado Del Ruiz Sorguçlusu,vrchárik goliernatý,Smeđi kolibri kacigaš,Колібрі арменіанський,黄髯蜂鸟,Buffy Helmetcrest,Colibrí chivito del Nevado del Ruiz,Colibrí Chivito del Nevado del Ruiz,Colibrí Chivito del Nevado del Ruiz,Buffy helmetcrest,šarenokresti kolibrić,Violetabarzdis šalminis kolibris,Buffy Helmetcrest,Buffy Helmetcrest,nevado espeleetsiakoolibri
Oxyruncus cristatus,Sharpbill,Aves,Flammenkopfbekarde,Picoagudo,ostrodziób,Oxyrhynque huppé,Scherpsnavel,Остроклюв,トガリハシ,ostrozobka ohnivotemenná,bec-esmolat,araponga-do-horto,skarpnebb,Шипочовка,vassnäbb,Spidsnæb,Sivri Gagalı Kotinga,ohňohlavec chochlatý,Zelena oštrokljunka,Пікоагудо,Sharpbill,oranokka,Picoagudo,Picoagudo,Picoagudo,Araponga-do-horto,oštrokljuni satir,Ugniagalvis,تیزمنقار,Meinbig,Sharpbill
Oxyura ferruginea,Andean Duck,Aves,Andenruderente,Malvasía Andina,sterniczka peruwiańska,Érismature des Andes,Andesstekelstaart,Андская савка,アンデスタテガモ,kachnice andská,malvasia andina,andean duck,andesand,Андска тръноопашата потапница,andinsk kopparand,Andes Skarveand,And Dikkuyruğu,potápnica hrdzavá,Andska plavokljuna patka,Савка андська,安第斯硬尾鸭,andienkuparisorsa,Malvasía andina,Pato Andino,Pato Andino,Andean duck,andska čakora,Andean Duck,اردک آندی,Hwyaden yr Andes,andi händpart
Oxyura jamaicensis,Ruddy Duck,Aves,Schwarzkopf-Ruderente,Malvasía Canela,sterniczka jamajska,Érismature rousse,Rosse stekelstaart,Американская савка,アカオタテガモ,kachnice kaštanová,malvasia de Jamaica,pato-rabo-alçado-americano,kobberand,Американска тръноопашата потапница,amerikansk kopparand,Amerikansk Skarveand,Amerika Dikkuyruğu,potápnica bielolíca,Crnoglava plavokljuna patka,Савка американська,棕硬尾鸭,kuparisorsa,Malvasía canela,Pato Tepalcate,Pato Rojizo,Pato-rabo-alçado-americano,crnoglava čakora,Baltaskruostė stačiauodegė antis,اردک گلگون,Hwyaden Goch,valgepõsk-händpart
Oxyura leucocephala,White-headed Duck,Aves,Weißkopf-Ruderente,Malvasía Cabeciblanca,sterniczka,Érismature à tête blanche,Witkopeend,Савка,カオジロオタテガモ,kachnice bělohlavá,malvasia capblanca,pato-rabo-alçado,hvithodeand,Тръноопашата потапница,kopparand,Hvidhovedet And,Dikkuyruk,potápnica bielohlavá,Beloglava patka,Савка білоголова,白头硬尾鸭,valkopääsorsa,Malvasía cabeciblanca,Malvasía Cabeciblanca,Malvasía Cabeciblanca,Pato-rabo-alçado,čakora,Baltagalvė stačiauodegė antis,اردک سرسفید,Hwyaden benwen,stepi-händpart
Oxyura vittata,Lake Duck,Aves,Bindenruderente,Malvasía Argentina,sterniczka argentyńska,Érismature ornée,Argentijnse stekelstaart,Патагонская савка,コバシオタテガモ,kachnice argentinská,malvasia de l'Argentina,marreca-rabo-de-espinho,trommeand,Аржентинска тръноопашата потапница,argentinakopparand,Argentinsk Skarveand,Arjantin Dikkuyruğu,potápnica argentínska,Argentinska plavokljuna patka,Савка аргентинська,南美硬尾鸭,argentiinankuparisorsa,Malvasía argentina,Malvasía Argentina,Pato rana de pico delgado,Marreca-pé-na-bunda,argentinska čakora,Argentininė stačiauodegė,اردک دریاچه,Hwyaden biglas yr Ariannin,argentiina händpart
Pacarina puella,Little mesquite cicada,Insecta,Little mesquite cicada,Chicharrita del mezquite,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada,Little mesquite cicada
Pacarina shoemakeri,Little Juniper Cicada,Insecta,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada,Little Juniper Cicada
Pachycare flavogriseum,Goldenface,Aves,Goldstirnhuscher,Silbador Enano,złotoliczka,Pachycare nain,Goudmaskerdikkop,Желтушка,キンガオモズガラ,pištec žlutolící,espineta caragroga,goldenface,gullmaske,Папуаска златогушка,gyllenkind,Gulmasket Fløjter,Altınsurat,zlatolíčka spevavá,Zlatoliki crvendać,Товстодзьобка,金脸啸鹟,keltanaamaviheltäjä,Silbador enano,Silbador Enano,Silbador Enano,Goldenface,zlatnotrba trnokljunka,Auksaveidis švilpikas,صورتطلایی,Pendew wyneb aur,Goldenface
